mshjr1;Marvel Super Heroes (Japan 951024);
mshvsfu;Marvel Super Heroes Vs. Street Fighter (US 970827);
mspacmbe;Ms. Pac-Man (bootleg, (encrypted));a
mspacmnf;Ms. Pac-Man (with speedup hack);a
mvpj;MVP (set 1, Japan, FD1094 317-0142);
mvscar1;Marvel Vs. Capcom: Clash of Super Heroes (Asia 980112);
mvscb;Marvel Vs. Capcom: Clash of Super Heroes (Brazil 980123);
mvscu;Marvel Vs. Capcom: Clash of Super Heroes (US 980123);
mwalk;Michael Jackson's Moonwalker (set 3, World, FD1094/8751 317-0159);
mwalkbl;Michael Jackson's Moonwalker (bootleg);
mwalkj;Michael Jackson's Moonwalker (set 1, Japan, FD1094/8751 317-0157);
mwalku;Michael Jackson's Moonwalker (set 2, US, FD1094/8751 317-0158);
nibblero;Nibbler (Olympia);a
pacmanf;Pac-Man (Midway, with speedup hack);a
pengo4;Pengo (set 4);a
piratetr;Pirate Treasure;
puckmanf;PuckMan (Japan set 1 with speedup hack);a
puckmanh;Puckman (Falcom?);a
qberta;Q*bert (US set 2);a
qbtrktst;Q*bert Board Input Test Rom;a
quasar;Quasar;a
quasara;Quasar (Alternate);a
runguna;Run and Gun (ver EAA 1993 10.4);
rungunua;Run and Gun (ver UBA 1993 10.8);
s1945a;Strikers 1945 (Alt);a
searthin;Super Earth Invasion (set 1);a
sf;Street Fighter (World);
sfa3b;Street Fighter Alpha 3 (Brazil 980629);
sfar3;Street Fighter Alpha: Warriors' Dreams (Euro 950605);
sfiii;Street Fighter III: New Generation (Japan, 970204);
sfiii2;Street Fighter III 2nd Impact: Giant Attack (Japan, 970930);
sfiii3;Street Fighter III 3rd Strike: Fight for the Future (USA, 990512);
sfz2h;Street Fighter Zero 2 (Hispanic 960304);
sfz2n;Street Fighter Zero 2 (Oceania 960229);
sfz3ar1;Street Fighter Zero 3 (Asia 980701);
sfz3jr2;Street Fighter Zero 3 (Japan 980629);
sfza;Street Fighter Zero (Asia 950627);
sfzbr1;Street Fighter Zero (Brazil 950727);
shinobi1;Shinobi (set 1, System 16A, FD1094 317-0050);
shinobi2;Shinobi (set 2, System 16B, FD1094 317-0049);
shinobi3;Shinobi (set 3, System 16B, unprotected);
shinobi4;Shinobi (set 4, System 16B, unprotected);
spaceftr;Space Fortress (Zaccaria);
spacelnc;Space Launcher;a
spctbird;Space Thunderbird;a
spidman;Spider-Man: The Videogame (World);
spidmanu;Spider-Man: The Videogame (US);
spinner;Spinner;a
sqix;Super Qix (set 1);a
ssf2tbr1;Super Street Fighter II: The Tournament Battle (World 930911);
sstarbtl;Super Star Battle;a
starfght;Star Fighter;a
startrkd;Star Trek (Defender bootleg);
strfbomb;Strafe Bomb;a
tazzmang;Tazz-Mania (Galaxian Hardware);a
tetris1;Tetris (set 1, Japan, System 16B, FD1094 317-0091);
tetris2;Tetris (set 2, Japan, System 16B, FD1094 317-0092);
tetris3;Tetris (set 3, Japan, System 16A, FD1094 317-0093a);
tetrista;Tetris (Japan, B-System, YM2203);
timeplta;Time Pilot (Atari);a
tmntua;Teenage Mutant Ninja Turtles (US 4 Players, set 2);
tornado1;Tornado (bootleg set 1);
varthr1;Varth - Operation Thunderstorm (World 920612);a
wboysys2;Wonder Boy (system 2);
wotwc;War of the Worlds (color);
xmen6pu;X-Men (6 Players ver UCB);
xmvsfar1;X-Men Vs. Street Fighter (Asia 960919);
xmvsfr1;X-Men Vs. Street Fighter (Euro 960910);
zero;Zero;
puckman;PuckMan (Japan set 1);a
puckmana;PuckMan (Japan set 2);a
pacman;Pac-Man (Midway);a
puckmod;PuckMan (harder[Q]);a
pacmod;Pac-Man (Midway, harder);a
hangly;Hangly-Man (set 1);a
hangly2;Hangly-Man (set 2);a
hangly3;Hangly-Man (set 3);a
newpuckx;New Puck-X;a
pacheart;Pac-Man (Hearts);a
joyman;Joyman;a
newpuc2;Newpuc2;a
newpuc2b;Newpuc2 (set 2);a
piranha;Piranha;a
piranhao;Piranha (older);a
piranhah;Piranha (hack);a
nmouse;Naughty Mouse (set 1);a
nmouseb;Naughty Mouse (set 2);a
pacplus;Pac-Man Plus;a
mspacman;Ms. Pac-Man;a
mspacmab;Ms. Pac-Man (bootleg);a
mspacmat;Ms. Pac Attack;a
mspacpls;Ms. Pac-Man Plus;a
pacgal;Pac-Gal;a
mschamp;Ms. Pacman Champion Edition - Super Zola Pac Gal;a
maketrax;Make Trax (set 1);a
maketrxb;Make Trax (set 2);a
korosuke;Korosuke Roller;a
crush;Crush Roller (Kural Samno);a
crush2;Crush Roller (Kural Esco - bootleg[Q]);a
crush3;Crush Roller (Kural - bootleg[Q]);a
mbrush;Magic Brush;a
paintrlr;Paint Roller;a
eyes;Eyes (Digitrex Techstar);a
eyes2;Eyes (Techstar);a
mrtnt;Mr. TNT;a
gorkans;Gorkans;a
eggor;Eggor;a
ponpoko;Ponpoko;
ponpokov;Ponpoko (Venture Line);
lizwiz;Lizard Wizard;a
theglobp;The Glob (Pac-Man hardware);a
beastf;Beastie Feastie;a
acitya;Atlantic City Action;a
bwcasino;Boardwalk Casino;a
dremshpr;Dream Shopper;a
vanvan;Van-Van Car;a
vanvank;Van-Van Car (Karateco);a
alibaba;Ali Baba and 40 Thieves;a
alibabab;Mustafa and 40 Thieves (bootleg);a
pengo;Pengo (set 1 rev c);a
pengo2;Pengo (set 2);a
pengo2u;Pengo (set 2 not encrypted);a
pengo3u;Pengo (set 3 not encrypted);a
pengob;Pengo (bootleg);a
penta;Penta;a
jrpacman;Jr. Pac-Man;a
jumpshot;Jump Shot;a
shootbul;Shoot the Bull;a
bigbucks;Big Bucks;a
drivfrcp;Driving Force (Pac-Man conversion);a
8bpm;Eight Ball Action (Pac-Man conversion);a
porky;Porky;a
megadon;Megadon;a
catapult;Catapult;a
suprglob;Super Glob;a
theglob;The Glob;a
theglob2;The Glob (earlier);a
theglob3;The Glob (set 3);a
igmo;IGMO;a
dealer;The Dealer;a
galaxian;Galaxian (Namco set 1);a
galaxiaj;Galaxian (Namco set 2);a
galmidw;Galaxian (Midway);a
galmidwo;Galaxian (Midway, old rev);a
superg;Super Galaxians;a
galapx;Galaxian Part X;a
moonaln;Moon Alien;a
galap1;Space Invaders Galactica;a
galap4;Galaxian Part 4;a
galturbo;Galaxian Turbo;a
swarm;Swarm;a
zerotime;Zero Time;a
tst_galx;Galaxian Test ROM;a
gmgalax;Ghostmuncher Galaxian (bootleg);a
pisces;Pisces;a
piscesb;Pisces (bootleg);a
uniwars;UniWar S;a
gteikoku;Gingateikoku No Gyakushu;a
gteikokb;Gingateikoku No Gyakushu (bootleg set 1);a
gteikob2;Gingateikoku No Gyakushu (bootleg set 2);a
spacbatt;Space Battle;a
skyraidr;Sky Raiders;a
batman2;Batman Part 2;a
warofbug;War of the Bugs or Monsterous Manouvers in a Mushroom Maze;a
redufo;Defend the Terra Attack on the Red UFO;a
exodus;Exodus (bootleg[Q]);a
streakng;Streaking;a
pacmanbl;Pac-Man (Galaxian hardware);a
devilfsg;Devil Fish (Galaxian hardware, bootleg[Q]);a
zigzag;Zig Zag (Galaxian hardware, set 1);a
zigzag2;Zig Zag (Galaxian hardware, set 2);a
jumpbug;Jump Bug;a
jumpbugb;Jump Bug (bootleg);a
levers;Levers;a
azurian;Azurian Attack;a
orbitron;Orbitron;a
mooncrgx;Moon Cresta (Galaxian hardware);a
mooncrst;Moon Cresta (Nichibutsu);a
mooncrsu;Moon Cresta (Nichibutsu, unencrypted);a
mooncrsa;Moon Cresta (Nichibutsu, old rev);a
mooncrsg;Moon Cresta (Gremlin);a
smooncrs;Super Moon Cresta;a
mooncrsb;Moon Cresta (bootleg set 1);a
mooncrs2;Moon Cresta (bootleg set 2);a
fantazia;Fantazia;a
moonqsr;Moon Quasar;a
mshuttle;Moon Shuttle (US[Q]);
mshuttlj;Moon Shuttle (Japan);
moonal2;Moon Alien Part 2;a
moonal2b;Moon Alien Part 2 (older version);a
eagle;Eagle (set 1);a
eagle2;Eagle (set 2);a
skybase;Sky Base;a
checkman;Check Man;a
checkmaj;Check Man (Japan);a
dingo;Dingo;a
blkhole;Black Hole;a
kingball;King and Balloon (US);a
kingbalj;King and Balloon (Japan);a
scorpnmc;Scorpion (Moon Cresta hardware);a
frogg;Frog (Galaxian hardware);a
4in1;4 Fun in 1;a
bagmanmc;Bagman (Moon Cresta hardware);a
dkongjrm;Donkey Kong Jr. (Moon Cresta hardware);a
ozon1;Ozon I;a
ladybugg;Ladybug (bootleg on Galaxian hardware);a
vpool;Video Pool (bootleg on Moon Cresta hardware);a
drivfrcg;Driving Force (Galaxian conversion);a
rockclim;Rock Climber;
scramble;Scramble;a
scrambls;Scramble (Stern);a
scramblb;Scramble (Galaxian hardware);a
explorer;Explorer;a
atlantis;Battle of Atlantis (set 1);a
atlants2;Battle of Atlantis (set 2);a
theend;The End;a
theends;The End (Stern);a
omega;Omega;a
ckongs;Crazy Kong (Scramble hardware);a
froggers;Frog;a
amidars;Amidar (Scramble hardware);a
triplep;Triple Punch;a
knockout;Knock Out!!;a
mariner;Mariner;a
800fath;800 Fathoms;a
mars;Mars;a
devilfsh;Devil Fish;a
newsin7;New Sinbad 7;a
mrkougar;Mr. Kougar;a
mrkougr2;Mr. Kougar (earlier);a
mrkougb;Mr. Kougar (bootleg);a
hotshock;Hot Shocker;a
hunchbks;Hunchback (Scramble hardware);a
cavelon;Cavelon;a
sfx;SF-X;
mimonscr;Mighty Monkey (bootleg on Scramble hardware);a
mimonkey;Mighty Monkey;a
mimonsco;Mighty Monkey (bootleg on Super Cobra hardware);a
scobra;Super Cobra;a
scobras;Super Cobra (Stern);a
scobrase;Super Cobra (Sega);a
scobrab;Super Cobra (bootleg);a
stratgyx;Strategy X;
stratgys;Strategy X (Stern);
armorcar;Armored Car (set 1);a
armorca2;Armored Car (set 2);a
moonwar;Moonwar;a
moonwara;Moonwar (older);a
spdcoin;Speed Coin (prototype);a
darkplnt;Dark Planet;
tazmania;Tazz-Mania (set 1);a
tazmani2;Tazz-Mania (set 2);a
calipso;Calipso;a
anteater;Anteater;a
rescue;Rescue;a
aponow;Apocaljpse Now;a
minefld;Minefield;a
losttomb;Lost Tomb (easy);a
losttmbh;Lost Tomb (hard);a
superbon;Super Bond;a
hustler;Video Hustler;a
billiard;The Billiards;a
hustlerb;Video Hustler (bootleg);a
frogger;Frogger;a
frogseg1;Frogger (Sega set 1);a
frogseg2;Frogger (Sega set 2);a
froggrmc;Frogger (Moon Cresta hardware);a
amidar;Amidar;a
amidaru;Amidar (Stern);a
amidaro;Amidar (Olympia);a
amigo;Amigo;a
turtles;Turtles;a
turpin;Turpin;a
600;600;a
flyboy;Fly-Boy;a
flyboyb;Fly-Boy (bootleg);a
fastfred;Fast Freddie;a
jumpcoas;Jump Coaster;a
boggy84;Boggy '84;a
redrobin;Red Robin;a
imago;Imago;a
cclimber;Crazy Climber (US);
cclimbrj;Crazy Climber (Japan);
ccboot;Crazy Climber (bootleg set 1);
ccboot2;Crazy Climber (bootleg set 2);
ckong;Crazy Kong (set 1);a
ckonga;Crazy Kong (set 2);a
ckongjeu;Crazy Kong (Jeutel bootleg);a
ckongo;Crazy Kong (Orca bootleg);a
ckongalc;Crazy Kong (Alca bootleg);a
monkeyd;Monkey Donkey;a
rpatrolb;River Patrol (bootleg);
silvland;Silver Land;
yamato;Yamato (US);a
yamato2;Yamato (World[Q]);a
swimmer;Swimmer (set 1);
swimmera;Swimmer (set 2);
swimmerb;Swimmer (set 3);
guzzler;Guzzler;a
cannonb;Cannon Ball (Crazy Climber hardware);a
gomoku;Gomoku Narabe Renju;a
wiping;Wiping;a
rugrats;Rug Rats;a
friskyt;Frisky Tom (set 1);
friskyta;Frisky Tom (set 2);
radrad;Radical Radial;
seicross;Seicross;a
sectrzon;Sector Zone;a
firebatl;Fire Battle;a
clshroad;Clash-Road;
tubep;Tube Panic;
rjammer;Roller Jammer;
magmax;Mag Max;
cop01;Cop 01 (set 1);
cop01a;Cop 01 (set 2);
mightguy;Mighty Guy;a
terracre;Terra Cresta (YM3526 set 1);a
terracrb;Terra Cresta (YM3526 set 2);a
terracra;Terra Cresta (YM2203);a
amazon;Soldier Girl Amazon;a
amatelas;Sei Senshi Amatelass;a
horekid;Kid no Hore Hore Daisakusen;a
horekidb;Kid no Hore Hore Daisakusen (bootleg);a
galivan;Galivan - Cosmo Police (12-16-1985);a
galivan2;Galivan - Cosmo Police (12-11-1985);a
dangar;Dangar - Ufo Robo (12-1-1986);a
dangar2;Dangar - Ufo Robo (9-26-1986);a
dangarb;Dangar - Ufo Robo (bootleg);a
ninjemak;Ninja Emaki (US);a
youma;Youma Ninpou Chou (Japan);a
legion;Legion (ver 2.03);a
legiono;Legion (ver 1.05);a
terraf;Terra Force;
terrafu;Terra Force (US);
kodure;Kodure Ookami (Japan);
armedf;Armed Formation;a
cclimbr2;Crazy Climber 2 (Japan);
hyhoo;Taisen Quiz HYHOO (Japan);a
hyhoo2;Taisen Quiz HYHOO 2 (Japan);a
pastelgl;Pastel Gal (Japan 851224);
crystalg;Crystal Gal (Japan 860512);
crystal2;Crystal Gal 2 (Japan 860620);
citylove;City Love (Japan 860908);
apparel;Apparel Night (Japan 860929);
secolove;Second Love (Japan 861201);
housemnq;House Mannequin (Japan 870217);
housemn2;House Mannequin Roppongi Live hen (Japan 870418);
seiha;Seiha (Japan 870725);
seiham;Seiha [BET] (Japan 870723);
bijokkoy;Bijokko Yume Monogatari (Japan 870925);
iemoto;Iemoto (Japan 871020);
ojousan;Ojousan (Japan 871204);
bijokkog;Bijokko Gakuen (Japan 880116);
orangec;Orange Club - Maruhi Kagai Jugyou (Japan 880213);
vipclub;Vip Club [BET] (Japan 880310);
korinai;Mahjong-zukino Korinai Menmen (Japan 880425);
kaguya;Mahjong Kaguyahime [BET] (Japan 880521);
otonano;Otona no Mahjong (Japan 880628);
kanatuen;Kanatsuen no Onna [BET] (Japan 880905);
mjsikaku;Mahjong Shikaku (Japan 880908);
mjsikakb;Mahjong Shikaku (Japan 880722);
mjcamera;Mahjong Camera Kozou (Japan 881109);
mmcamera;Mahjong Camera Kozou [BET] (Japan 890509);
idhimitu;Idol no Himitsu [BET] (Japan 890304);
msjiken;Mahjong Satsujin Jiken (Japan 881017);a
hanamomo;Mahjong Hana no Momoko gumi (Japan 881201);
telmahjn;Telephone Mahjong (Japan 890111);a
gionbana;Gionbana (Japan 890120);
mjfocus;Mahjong Focus (Japan 890313);
mjfocusm;Mahjong Focus [BET] (Japan 890510);
peepshow;Nozokimeguri Mahjong Peep Show (Japan 890404);
scandal;Scandal Mahjong (Japan 890213);
scandalm;Scandal Mahjong [BET] (Japan 890217);
mgmen89;Mahjong G-MEN'89 (Japan 890425);
mjnanpas;Mahjong Nanpa Story (Japan 890713);
mjnanpaa;Mahjong Nanpa Story (Japan 890712);
mjnanpau;Mahjong Nanpa Story (Ura) (Japan 890805);
pairsten;Pairs (System Ten) (Japan 890826);
bananadr;Mahjong Banana Dream [BET] (Japan 891124);
mladyhtr;Mahjong THE LADY HUNTER (Japan 900509);
chinmoku;Mahjong Chinmoku no Hentai (Japan 900511);
maiko;Maikobana (Japan 900802);
club90s;Mahjong CLUB 90's (set 1) (Japan 900919);
club90sa;Mahjong CLUB 90's (set 2) (Japan 900919);
hanaoji;Hana to Ojisan [BET] (Japan 911209);
pstadium;Mahjong Panic Stadium (Japan);
triplew1;Mahjong Triple Wars (Japan);
triplew2;Mahjong Triple Wars 2 (Japan);
ntopstar;Mahjong Nerae! Top Star (Japan);
mjlstory;Mahjong Jikken Love Story (Japan);
vanilla;Mahjong Vanilla Syndrome (Japan);
finalbny;Mahjong Final Bunny [BET] (Japan);
qmhayaku;Quiz-Mahjong Hayaku Yatteyo! (Japan);
galkoku;Mahjong Gal no Kokuhaku (Japan);
hyouban;Mahjong Hyouban Musume [BET] (Japan);
galkaika;Mahjong Gal no Kaika (Japan);
tokyogal;Tokyo Gal Zukan (Japan);
tokimbsj;Tokimeki Bishoujo [BET] (Japan);
mcontest;Miss Mahjong Contest (Japan);
uchuuai;Mahjong Uchuu yori Ai wo komete (Japan);
av2mj1bb;AV2Mahjong No.1 Bay Bridge no Seijo (Japan);
av2mj2rg;AV2Mahjong No.2 Rouge no Kaori (Japan);
mjuraden;Mahjong Uranai Densetsu (Japan);
koinomp;Mahjong Koi no Magic Potion (Japan);
patimono;Mahjong Pachinko Monogatari (Japan);
mjanbari;Medal Mahjong Janjan Baribari [BET] (Japan);
ultramhm;Ultra Maru-hi Mahjong (Japan);
gal10ren;Mahjong Gal 10-renpatsu (Japan);
renaiclb;Mahjong Ren-ai Club (Japan);
mjlaman;Mahjong La Man (Japan);
mkeibaou;Mahjong Keibaou (Japan);
pachiten;Medal Mahjong Pachi-Slot Tengoku [BET] (Japan);
sailorws;Mahjong Sailor Wars (Japan);
sailorwr;Mahjong Sailor Wars-R [BET] (Japan);
psailor1;Bishoujo Janshi Pretty Sailor 18-kin (Japan);
psailor2;Bishoujo Janshi Pretty Sailor 2 (Japan);
otatidai;Disco Mahjong Otachidai no Okite (Japan);
ngpgal;Nekketsu Grand-Prix Gal (Japan);
mjgottsu;Mahjong Gottsu ee-kanji (Japan);
bakuhatu;Mahjong Bakuhatsu Junjouden (Japan);
cmehyou;Mahjong Circuit no Mehyou (Japan);
mmehyou;Medal Mahjong Circuit no Mehyou [BET] (Japan);
mjkoiura;Mahjong Koi Uranai (Japan);
imekura;Imekura Mahjong (Japan);
mscoutm;Mahjong Scout Man (Japan);
mjegolf;Mahjong Erotica Golf (Japan);
niyanpai;Niyanpai (Japan);
safarir;Safari Rally (Japan);a
phoenix;Phoenix (Amstar);a
phoenixa;Phoenix (Centuri);a
phoenixt;Phoenix (Taito);a
phoenix3;Phoenix (T.P.N.);a
phoenixc;Phoenix (IRECSA, G.G.I Corp);a
condor;Condor;a
falcon;Falcon;a
vautour;Vautour (Jeutel France);a
pleiads;Pleiads (Tehkan);a
pleiadbl;Pleiads (bootleg);a
pleiadce;Pleiads (Centuri);a
capitol;Capitol;a
survival;Survival;a
naughtyb;Naughty Boy;a
naughtya;Naughty Boy (bootleg);a
naughtyc;Naughty Boy (Cinematronics);a
popflame;Pop Flamer (protected);a
popflama;Pop Flamer (not protected);a
popflamb;Pop Flamer (hack[Q]);a
geebee;Gee Bee;a
geebeeg;Gee Bee (Gremlin);a
bombbee;Bomb Bee;a
cutieq;Cutie Q;a
navalone;Navarone;a
kaitei;Kaitei Takara Sagashi;a
kaitein;Kaitei Takara Sagashi (Namco);a
sos;SOS;a
tankbatt;Tank Battalion;a
warpwarp;Warp and Warp;a
warpwarr;Warp Warp (Rock-ola set 1);a
warpwar2;Warp Warp (Rock-ola set 2);a
rallyx;Rally X;
rallyxm;Rally X (Midway);
nrallyx;New Rally X;
jungler;Jungler;a
junglers;Jungler (Stern);a
tactcian;Tactician (set 1);a
tactcan2;Tactician (set 2);a
locomotn;Loco-Motion;a
gutangtn;Guttang Gottong;a
cottong;Cotocoto Cottong;a
commsega;Commando (Sega);a
bosco;Bosconian (new version);
boscoo;Bosconian (old version);
boscoo2;Bosconian (older version);
boscomd;Bosconian (Midway, new version);
boscomdo;Bosconian (Midway, old version);
galaga;Galaga (Namco rev. B);a
galagamw;Galaga (Midway set 1);a
galagamk;Galaga (Midway set 2);a
galagamf;Galaga (Midway set 1 with fast shoot hack);a
galagao;Galaga (Namco);a
gallag;Gallag;a
nebulbee;Nebulous Bee;a
gatsbee;Gatsbee;a
digdug;Dig Dug (rev 2);a
digdugb;Dig Dug (rev 1);a
digdugat;Dig Dug (Atari, rev 2);a
digduga1;Dig Dug (Atari, rev 1);a
dzigzag;Zig Zag (Dig Dug hardware);a
xevious;Xevious (Namco);a
xeviousa;Xevious (Atari set 1);a
xeviousb;Xevious (Atari set 2);a
xeviousc;Xevious (Atari set 3);a
xevios;Xevios;a
battles;Battles;a
sxevious;Super Xevious;a
superpac;Super Pac-Man;a
superpcm;Super Pac-Man (Midway);a
pacnpal;Pac & Pal;a
pacnpal2;Pac & Pal (older);a
pacnchmp;Pac-Man & Chomp Chomp;a
phozon;Phozon (Japan);a
mappy;Mappy (US);a
mappyj;Mappy (Japan);a
digdug2;Dig Dug II (New Ver.);a
digdug2o;Dig Dug II (Old Ver.);a
todruaga;Tower of Druaga (New Ver.);a
todruago;Tower of Druaga (Old Ver.);a
motos;Motos;a
grobda;Grobda (New Ver.);a
grobda2;Grobda (Old Ver. set 1);a
grobda3;Grobda (Old Ver. set 2);a
gaplus;Gaplus (rev. D);a
gaplusa;Gaplus (alternate hardware);a
gapluso;Gaplus (rev. B);a
galaga3;Galaga 3 (rev. C);a
galaga3m;Galaga 3 (set 3);a
galaga3a;Galaga 3 (set 2);a
liblrabl;Libble Rabble;
toypop;Toypop;
polepos;Pole Position;
poleposa;Pole Position (Atari version 2);
polepos1;Pole Position (Atari version 1);
topracer;Top Racer;
polepos2;Pole Position II;
poleps2a;Pole Position II (Atari);
poleps2b;Pole Position II (bootleg);
pacland;Pac-Land (set 1);
pacland2;Pac-Land (set 2);
pacland3;Pac-Land (set 3);
paclandm;Pac-Land (Midway);
drgnbstr;Dragon Buster;
skykid;Sky Kid (New Ver.);
skykido;Sky Kid (Old Ver.);
skykidd;Sky Kid (60A1 Ver.);
baraduke;Baraduke (set 1);
baraduka;Baraduke (set 2);
metrocrs;Metro-Cross (set 1);
metrocra;Metro-Cross (set 2);
hopmappy;Hopping Mappy;
skykiddx;Sky Kid Deluxe (set 1);
skykiddo;Sky Kid Deluxe (set 2);
roishtar;The Return of Ishtar;
genpeitd;Genpei ToumaDen;
rthunder;Rolling Thunder (new version);
rthundro;Rolling Thunder (old version);
wndrmomo;Wonder Momo;
tceptor;Thunder Ceptor;
tceptor2;Thunder Ceptor II;
shadowld;Shadow Land;
youkaidk;Yokai Douchuuki (Japan new version);
yokaidko;Yokai Douchuuki (Japan old version);
dspirit;Dragon Spirit (new version);a
dspirito;Dragon Spirit (old version);a
blazer;Blazer (Japan);a
quester;Quester (Japan);a
pacmania;Pac-Mania;a
pacmanij;Pac-Mania (Japan);a
galaga88;Galaga '88 (set 1);a
galag88b;Galaga '88 (set 2);a
galag88j;Galaga '88 (Japan);a
ws;World Stadium (Japan);
